experiment run details:
  dataset: hoi
  model: phi hoi None
  path: /gpfs/mariana/home/envomp/bongard/hake/
---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.009539052844047546, max_false: -0.007987726479768753, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.001535927876830101, max_false: 0.00015082769095897675, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0026941087562590837, max_false: -0.0038066909182816744, correct: True
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.04322291910648346, max_false: 0.015482120215892792, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0008687358349561691, max_false: 0.013695386238396168, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.02717636525630951, max_false: -0.011772305704653263, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.010574824176728725, max_false: -0.005095922853797674, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.003062350209802389, max_false: -0.02689250186085701, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0139393899589777, max_false: -0.037594880908727646, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0063119144178926945, max_false: 0.01644347794353962, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0014233539113774896, max_false: 0.027702804654836655, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0003683949471451342, max_false: -0.00995396263897419, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.01051004882901907, max_false: 0.007921072654426098, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.042441725730895996, max_false: 0.002310891868546605, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.017508892342448235, max_false: -0.008184626698493958, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 7.401686161756516e-05, max_false: 0.0008118088007904589, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0014264603378251195, max_false: -0.031634941697120667, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.02028845064342022, max_false: -0.02140478976070881, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.020482031628489494, max_false: -0.007046793587505817, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.001326472032815218, max_false: 0.02393634244799614, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.008964522741734982, max_false: -0.00800942163914442, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.00944426003843546, max_false: -0.03891707956790924, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0015587169909849763, max_false: 0.006655630189925432, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.023335857316851616, max_false: -0.044702526181936264, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.028129182755947113, max_false: 0.005531486123800278, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.005674287676811218, max_false: -0.0053071617148816586, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.020595522597432137, max_false: 0.004427782259881496, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.019643964245915413, max_false: 0.011165721341967583, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.007286770269274712, max_false: 0.020608989521861076, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.008356398902833462, max_false: 0.020345203578472137, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0036015030927956104, max_false: -0.0030436553061008453, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.030895240604877472, max_false: 0.013143203221261501, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.007529301103204489, max_false: 0.015123758465051651, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.019034450873732567, max_false: -0.0011824342655017972, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.012047845870256424, max_false: -0.008969479240477085, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0111153619363904, max_false: 0.01778608188033104, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.015283332206308842, max_false: -0.003664447460323572, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.00867967214435339, max_false: -0.007601390592753887, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.002799096517264843, max_false: 0.024006083607673645, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.009033632464706898, max_false: 0.006633599288761616, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.014366756193339825, max_false: -0.023467015475034714, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.01603580266237259, max_false: 0.0012473822571337223, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.006255138665437698, max_false: 0.008769748732447624, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.036481428891420364, max_false: -0.03243301808834076, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0018401157576590776, max_false: 0.007537293713539839, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0022249456960707903, max_false: -0.01760345883667469, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.016429264098405838, max_false: -0.004562770016491413, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.05657672509551048, max_false: -0.02579532377421856, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.018566323444247246, max_false: 0.017190895974636078, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.014706520363688469, max_false: 0.011377508752048016, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.002826277632266283, max_false: -0.017965523526072502, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.002236386062577367, max_false: 0.00306089804507792, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0030463607981801033, max_false: 0.010220613330602646, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0008264938951469958, max_false: 0.017627332359552383, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.01139573659747839, max_false: -0.00626862607896328, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.003143278881907463, max_false: 0.009292532689869404, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.026966281235218048, max_false: -0.01316834706813097, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0011874936753883958, max_false: -0.01920708827674389, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.009022300131618977, max_false: 0.017432715743780136, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.02769291400909424, max_false: 0.005881939548999071, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.002226320095360279, max_false: -0.0016002049669623375, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.04808001220226288, max_false: 0.022124292328953743, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.015613522380590439, max_false: -0.009727050550282001, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.005990831181406975, max_false: -0.0005447110161185265, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0005475488142110407, max_false: 0.01431996375322342, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0024862559512257576, max_false: 0.01600283943116665, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.011104527860879898, max_false: 0.0014849593862891197, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.011823873966932297, max_false: -0.01026034727692604, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.018672209233045578, max_false: 0.032321471720933914, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.014472605660557747, max_false: -0.022899426519870758, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.037372853606939316, max_false: 0.030700484290719032, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.010867970995604992, max_false: 0.009101762436330318, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.014214025810360909, max_false: -0.011567670851945877, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.009977005422115326, max_false: 0.004023370798677206, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.009944598190486431, max_false: 0.015010551549494267, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.022466890513896942, max_false: 0.004895959980785847, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.008999158628284931, max_false: -0.00438949279487133, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.007506897673010826, max_false: -0.007957842200994492, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0037810602225363255, max_false: 0.005035325884819031, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.025982297956943512, max_false: 0.007336990907788277, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.012763366103172302, max_false: -0.012654128484427929, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.002678821561858058, max_false: -0.01106037013232708, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.014413895085453987, max_false: 0.004471342545002699, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.027387812733650208, max_false: 0.012100683525204659, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.007178983651101589, max_false: -0.021891962736845016, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.00930284895002842, max_false: 0.0028105610981583595, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0021890513598918915, max_false: 0.006893751677125692, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.018696751445531845, max_false: 0.0058347606100142, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.01481968630105257, max_false: -0.007223102729767561, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.017789272591471672, max_false: -0.012330766767263412, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.04414861276745796, max_false: -0.00010909606498898938, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0028187998104840517, max_false: -0.02767501026391983, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.020222753286361694, max_false: -0.010693341493606567, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.004032062366604805, max_false: 0.022130196914076805, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0037862667813897133, max_false: 0.023123938590288162, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.009808029048144817, max_false: -0.011571438051760197, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.02273559756577015, max_false: 0.0001270510401809588, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.004821600392460823, max_false: 0.015167067758738995, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0014059245586395264, max_false: 0.0012500891461968422, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.033886536955833435, max_false: -0.005700845271348953, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.02319168858230114, max_false: 0.0032723327167332172, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0070756711065769196, max_false: 0.018317364156246185, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.022625895217061043, max_false: -0.00516513641923666, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.011214951984584332, max_false: -0.002630556235089898, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.007989716716110706, max_false: -0.011518951505422592, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.009616250172257423, max_false: 0.0005914531648159027, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0021615917794406414, max_false: 0.033983733505010605, correct: False
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: -0.006478919181972742, max_false: 0.005876963026821613, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0070362333208322525, max_false: -0.004109110217541456, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.009247164241969585, max_false: 0.014416610822081566, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.023849623277783394, max_false: -0.03929086774587631, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.01048938650637865, max_false: 0.0010368312941864133, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.006545524578541517, max_false: 0.017724789679050446, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.006999737583100796, max_false: 0.019459806382656097, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.01097866054624319, max_false: -0.0012050644727423787, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.014237848110496998, max_false: 0.0297246091067791, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.025840992107987404, max_false: 0.020554373040795326, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.004835969768464565, max_false: -0.02259172685444355, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.011692454107105732, max_false: -0.0138108404353261, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.02845296636223793, max_false: -0.025018226355314255, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.008897506631910801, max_false: -0.004257331136614084, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.030917314812541008, max_false: -0.016796432435512543, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.022747503593564034, max_false: 0.013856063596904278, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0160940233618021, max_false: 0.0019334068056195974, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.005453907884657383, max_false: -0.024398552253842354, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.007900618016719818, max_false: 0.01176816038787365, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.008649701252579689, max_false: 0.025168033316731453, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.006993982009589672, max_false: 0.033561501652002335, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.017991963773965836, max_false: 0.00481029599905014, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.008289412595331669, max_false: 0.022260813042521477, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.019589873030781746, max_false: -0.004542661365121603, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.03146053105592728, max_false: -0.0018746202113106847, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0008113366202451289, max_false: 0.005452505312860012, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.037564825266599655, max_false: 0.009089882485568523, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.025424625724554062, max_false: 0.02068275399506092, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.007173563353717327, max_false: 0.029050659388303757, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.01732185296714306, max_false: -0.004671518690884113, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.008640587329864502, max_false: 0.009027969092130661, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.006730790715664625, max_false: 0.022929435595870018, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.00042673153802752495, max_false: 0.03299810364842415, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.00469631003215909, max_false: -0.02393004111945629, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.007860136218369007, max_false: 0.0112507538869977, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.018718751147389412, max_false: 0.0037370966747403145, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.033549413084983826, max_false: -0.00884236954152584, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.004089411813765764, max_false: -0.030590934678912163, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.013098043389618397, max_false: -0.03759155794978142, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.010038111358880997, max_false: -0.014545232988893986, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.012910853140056133, max_false: -0.018370995298027992, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.00015269780124071985, max_false: 0.0209051463752985, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.018012112006545067, max_false: 0.01633310504257679, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.009465686976909637, max_false: 0.01708187907934189, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.035624220967292786, max_false: -0.009436437860131264, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.01420062966644764, max_false: -0.0362207293510437, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.019135434180498123, max_false: -0.009075500071048737, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.002257250715047121, max_false: 0.0041159940883517265, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.016804147511720657, max_false: -0.02595691755414009, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.009344246238470078, max_false: -0.003025231882929802, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.01591610535979271, max_false: 0.04573587700724602, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.02907777577638626, max_false: -0.02562681958079338, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.03076133504509926, max_false: 0.009425055235624313, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.012154541909694672, max_false: 0.010022957809269428, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.024403152987360954, max_false: -0.004361242055892944, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.001756960293278098, max_false: 0.009766251780092716, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.021471600979566574, max_false: -0.006850081030279398, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.027168558910489082, max_false: -0.00182573520578444, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.008789494633674622, max_false: -0.027853885665535927, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.015904003754258156, max_false: 0.001007693586871028, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.018811365589499474, max_false: 0.003985261078923941, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0013117077760398388, max_false: -0.014731456525623798, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0037756422534585, max_false: -0.0013061644276604056, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.008036904968321323, max_false: -0.02764306776225567, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.007193978410214186, max_false: 0.007117312867194414, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.00952126458287239, max_false: -0.0015256162732839584, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.007211280986666679, max_false: -0.012416676618158817, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.015125680714845657, max_false: 0.029893364757299423, correct: False
---------------------------------------
Summary for Split 'test_seen_obj_unseen_act':
 results: {'correct': {'cat_1': 100, 'cat_2': 79}, 'incorrect': {'cat_1': 100, 'cat_2': 121}}
 accuracy: 44.75%

---------------------------------------
  test split name: test_unseen_obj_seen_act
---------------------------------------

in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.010803673416376114, max_false: -0.014176687225699425, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.01654924266040325, max_false: 0.012702581472694874, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.015269264578819275, max_false: 0.004773605149239302, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.008207757025957108, max_false: -0.026839664205908775, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.009079612791538239, max_false: 0.02383226342499256, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.009923800826072693, max_false: -0.011513595469295979, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.02082728035748005, max_false: 0.02858028933405876, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.015445581637322903, max_false: 0.017827564850449562, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.007950175553560257, max_false: 0.01419017929583788, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0027530333027243614, max_false: 0.022292444482445717, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.015001561492681503, max_false: -0.027149109169840813, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.016210535541176796, max_false: -0.03183118626475334, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.006749502383172512, max_false: 0.018796393647789955, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.011620442382991314, max_false: 0.009347841143608093, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.005153508856892586, max_false: 0.00841349083930254, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -6.067100912332535e-05, max_false: -0.005808939225971699, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.012613721191883087, max_false: -0.024661002680659294, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.007391653023660183, max_false: 0.008211907930672169, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.016227835789322853, max_false: -0.01607224904000759, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.018859539180994034, max_false: -0.01863992214202881, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.010429434478282928, max_false: 0.017380349338054657, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.007331064436584711, max_false: 0.012630880810320377, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.004740194883197546, max_false: -0.000799289031419903, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.002338941441848874, max_false: -0.003792924340814352, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.00039742712397128344, max_false: 0.017476769164204597, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.008298431523144245, max_false: -0.0008896494982764125, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.020260188728570938, max_false: -0.015246443450450897, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.001298387534916401, max_false: 0.01375439390540123, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.008877062238752842, max_false: 0.001376844011247158, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0103378314524889, max_false: 0.011456189677119255, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.023093342781066895, max_false: -0.024794580414891243, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.006003114394843578, max_false: -0.010244482196867466, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.023892512544989586, max_false: 0.01628984324634075, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.005514994729310274, max_false: -0.029661763459444046, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.006413998547941446, max_false: 0.03408118337392807, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.029986727982759476, max_false: -0.007462627254426479, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.011263933964073658, max_false: 0.015205229632556438, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0077440510503947735, max_false: 0.000712165143340826, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0034806423354893923, max_false: -0.012791058048605919, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.004071761388331652, max_false: -0.015086662955582142, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.022266842424869537, max_false: -0.014245047233998775, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.008633105084300041, max_false: -0.014949619770050049, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.011108898557722569, max_false: -0.017759189009666443, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.005503105465322733, max_false: 0.00037516283919103444, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.002432990586385131, max_false: -0.044414665549993515, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -1.9618310034275055e-05, max_false: -0.0031199241057038307, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.01873488537967205, max_false: -0.004467558581382036, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.009588134475052357, max_false: 0.026361437514424324, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.011613032780587673, max_false: 0.008446183055639267, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.04778692498803139, max_false: 4.3744225877162535e-06, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0011817929334938526, max_false: -0.0024163045454770327, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0057754977606236935, max_false: -0.0002547129988670349, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.022140219807624817, max_false: -0.014568313024938107, correct: True
